,Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging
28131,ELEC,PIE PRESERVE MAIN GATEWAY 1,5604 Southwest Pkwy,,Austin,TX,78735,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.246834,-97.846018,2023-10-30,162678,2023-10-30 00:13:20 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
28134,ELEC,PARKING LEVEL 1 GATEWAY 1 MAIN,11301 Domain Dr,,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.3987,-97.724056,2023-10-30,162682,2023-10-30 00:13:18 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
28146,ELEC,COA DOA - CONRAC1,3819 Presidential Blvd,,Austin,TX,78719,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.204711,-97.666322,2023-10-30,162699,2023-10-30 00:12:54 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
28149,ELEC,WEINSTEIN BEXLEY LAKELINE,2801 S Lakeline Blvd,,Cedar Park,TX,78613,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.473632,-97.809632,2023-10-30,162702,2023-10-30 00:12:51 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
28152,ELEC,HPI 3700 EV 3,3700 N Capital of Texas Hwy,,Austin,TX,78746,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.336765,-97.806189,2023-10-30,162705,2023-10-30 00:12:35 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
28155,ELEC,GALLERY DOMAIN GALLERY DOMAIN,3000 Kramer Ln,,Austin,TX,78758,,888-758-4389,T,2022-10-23,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.395762,-97.722896,2023-10-30,162708,2023-10-30 00:12:20 UTC,,,,2020-06-12,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
28157,ELEC,PIE AE PUB UTPICKLE2,10100 Burnet Rd J. J. Pickle Research Campus,,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.389602,-97.725084,2023-10-30,162715,2023-10-30 00:11:56 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
28158,ELEC,WHITLEY MAIN PIE-M WHITLEY,301 Brazos St,,Austin,TX,78701,,888-758-4389,T,2022-09-09,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.265101,-97.742204,2023-10-30,162716,2023-10-30 00:11:48 UTC,,,,2020-06-12,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
28159,ELEC,PIE-CAPRIDGE #1,115 Wild Basin Rd,,Austin,TX,78746,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.304182,-97.828161,2023-10-30,162717,2023-10-30 00:11:47 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
28160,ELEC,MUELLER MARKET MUELLER ST1,"1801 E 51st St Austin, TX 78723",,Austin,TX,78723,,888-758-4389,T,2023-03-28,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,1.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.300963,-97.699557,2023-10-30,162718,2023-10-30 00:11:19 UTC,,,,2020-06-12,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
28161,ELEC,P1 EV STATION,110 East 2nd Street,,Austin,TX,78701,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.264572,-97.743405,2023-10-30,162719,2023-10-30 00:11:17 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
28165,ELEC,CHEVY MAIN AUTONATION MAIN,11400 Research Blvd,,Austin,TX,78759,,888-758-4389,T,2022-09-09,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.409556,-97.745947,2023-10-30,162733,2023-10-30 00:10:18 UTC,,,,2020-06-12,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
28167,ELEC,1500 ROYAL ELEMENT AUSTIN,1500 Royal Crest Dr,,Austin,TX,78741,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.240527,-97.730373,2023-10-30,162737,2023-10-30 00:10:03 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
28173,ELEC,SLEEP INN SLEEP INN 1,8410 E Hwy 290,,Austin,TX,78754,,888-758-4389,T,2022-09-09,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.329889,-97.661712,2023-10-30,162746,2023-10-30 00:09:45 UTC,,,,2020-06-12,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
28175,ELEC,WALLERCREEKSIDE CREEKSIDE1,102 E 50th St,,Austin,TX,78751,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.315229,-97.724395,2023-10-30,162749,2023-10-30 00:09:38 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
28187,ELEC,WHOLE FOODS MKT DOMAIN STAT 1,11920 Domain Dr,,Austin,TX,78758,,888-758-4389,T,2022-09-09,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.405997,-97.720733,2023-10-30,162774,2023-10-30 00:08:56 UTC,,,,2020-06-12,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
28188,ELEC,WHOLE FOODS MKT DOMAIN STAT 2,Domain Dr,,Austin,TX,78758,,888-758-4389,T,2022-09-09,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.406015,-97.720683,2023-10-30,162775,2023-10-30 00:08:52 UTC,,,,2020-06-12,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
28192,ELEC,PIE AE PUBCHASEESCAL1,4301 Westbank Dr,,Austin,TX,78746,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.27632,-97.817073,2023-10-30,162790,2023-10-30 00:43:09 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
28193,ELEC,PIE AE PUB CAMP MABRY2,2200 W 35th St. Camp Mabry 1 mile track near,,Austin,TX,78703,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.3166,-97.75766,2023-10-30,162793,2023-10-30 00:44:27 UTC,,,,2020-06-12,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
28781,ELEC,PIE AE HEB E51ST DCFC4,1800 E 51st St,,Austin,TX,78723,,888-758-4389,E,,Public,24 hours daily,,,,,,,1.0,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.302216,-97.697827,2023-10-30,164535,2023-10-30 00:40:32 UTC,,,,2020-07-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
29326,ELEC,PIE AE AFS DC2,2005 ½ East 51st street,,Austin,TX,78723,,888-758-4389,E,,Public,24 hours daily,,,,,,,1.0,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.300871,-97.692889,2023-10-30,165788,2023-10-30 00:43:00 UTC,,,,2020-08-29,,,,,CHADEMO J1772COMBO,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
29840,ELEC,PIE AE ERCOT 1,7620 Metro Center Dr,,Austin,TX,78744,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.216664,-97.692299,2023-10-30,167232,2023-10-30 00:43:49 UTC,,,,2020-10-02,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
30281,ELEC,PIE AE PUBAISDBURGERC,3200 Jones Rd,,Sunset Valley,TX,78745,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.228409,-97.809342,2023-10-30,168149,2023-10-30 00:44:15 UTC,,,,2020-11-05,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
30620,ELEC,Hotel Saint Cecilia - Tesla Destination,112 Academy Dr,,Austin,TX,78704,,512-852-2400  877-798-3752,E,,Public,,,,,,,1.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,30.25196,-97.746725,2022-10-06,168860,2023-01-18 15:15:20 UTC,P,,,2017-03-14,,,,,TESLA,US,,,,Public,,Public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,False
30712,ELEC,Staybridge Suites Austin North - Tesla Destination,2207 W Parmer Ln,,Austin,TX,78727,,  877-798-3752,E,,Public,,,,,,,2.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,30.378657,-97.675981,2022-10-06,169132,2023-01-18 15:15:20 UTC,P,,,2016-08-02,,,,,J1772 TESLA,US,,,,Public,,Public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,False
30919,ELEC,The Domain - Tesla Supercharger,11410 Century Oaks Terrace,,Austin,TX,78758,,877-798-3752,E,,Public,24 hours daily,,,,,,,16.0,,Tesla,https://www.tesla.com/supercharger,GPS,30.402497,-97.724726,2023-07-01,169535,2023-07-14 19:41:28 UTC,P,,,2020-11-23,,,,,TESLA,US,,,,Public,,Public,,,SHOPPING_MALL,,,,,,,,,,,,,,,,,,,,,,,,,,False
31090,ELEC,AUSTIN DOT PDC EV #3,6310 Wilhelmina Delco Drive,,Austin,TX,78752,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.32592,-97.708895,2023-10-30,169915,2023-10-30 00:40:51 UTC,,,,2020-12-04,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
31295,ELEC,SHADOWGLEN STATION1,12500 Shadowglen Trace,,Manor,TX,78653,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.360424,-97.534691,2023-10-30,170295,2023-10-30 00:35:00 UTC,,,,2020-12-18,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
31502,ELEC,PIE AE WALNUTCREEKPRK2,Walnut Creek Park Rd,,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.401812,-97.684096,2023-10-30,170685,2023-10-30 00:40:18 UTC,,,,2020-12-31,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
31993,ELEC,PIE AE MILWOOD LIB 1,12500 Amherst Dr,,Austin,TX,78727,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.422307,-97.716492,2023-10-30,171504,2023-10-30 00:26:07 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
32020,ELEC,PIE AE PUB-STDAVIDSST2,710 Trinity St,,Austin,TX,78701,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.268895,-97.739056,2023-10-30,171545,2023-10-30 00:36:41 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
32088,ELEC,PIE AE OTC 3FL PKGSTA1,505 BARTON springs rd.,,Austin,TX,78704,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.256815,-97.748988,2023-10-30,171667,2023-10-30 00:26:11 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
32089,ELEC,PIE AE OTC 3FL PKGSTA2,505 BARTON springs rd.,,Austin,TX,78704,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.256863,-97.748959,2023-10-30,171668,2023-10-30 00:26:11 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
32090,ELEC,PIE AE ANIMAL SERVICE1,7201 Levander Loop,,Austin,TX,78702,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.251369,-97.689082,2023-10-30,171669,2023-10-30 00:26:01 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
32375,ELEC,STEINER RANCH 1 STEINER1,4800 Steiner Ranch Blvd,,Austin,TX,78732,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.383012,-97.874328,2023-10-30,172046,2023-10-30 00:15:14 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
32435,ELEC,HPI 3700 3900 SC 4,3900 N Capital of Texas Hwy,,Austin,TX,78746,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.337935,-97.808041,2023-10-30,172124,2023-10-30 00:28:12 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
32436,ELEC,HPI 3700 3900 SC #1,3900 N Capital of Texas Hwy,,Austin,TX,78746,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.337898,-97.807867,2023-10-30,172125,2023-10-30 00:13:45 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
32437,ELEC,HPI 3700 3900 SC #2,3900 N Capital of Texas Hwy,,Austin,TX,78746,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.337882,-97.807765,2023-10-30,172126,2023-10-30 00:13:43 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
32485,ELEC,PIE AE PALMER STATION7,846888 Barton Springs Rd,,Austin,TX,78704,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.259966,-97.752658,2023-10-30,172182,2023-10-30 00:27:51 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
32486,ELEC,PIE AE PALMER STATION8,846888 Barton Springs Rd,,Austin,TX,78704,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.259864,-97.752661,2023-10-30,172183,2023-10-30 00:24:36 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
32579,ELEC,PIE AE PALMER STATION3,800 Barton Springs Rd,,Austin,TX,78704,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.259236,-97.751809,2023-10-30,172310,2023-10-30 00:20:03 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
32580,ELEC,PIE AE PALMER STATION1,800 Barton Springs Rd,,Austin,TX,78704,,888-758-4389,T,2022-09-09,TEMPORARILY UNAVAILABLE (Public),24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,1.0,1.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.259287,-97.751956,2023-10-30,172311,2023-10-30 00:08:29 UTC,,,,2021-01-27,,,,,J1772 NEMA515,US,,,,TEMPORAIREMENT SUSPENDU (Public),,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
32964,ELEC,MUELLER MARKET MUELLER ST7,1801 E 51st St,,Austin,TX,78723,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.300934,-97.699428,2023-10-30,172807,2023-10-30 00:13:56 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
32965,ELEC,PIE AE HEB E51ST DCFC2,1801 E 51st St,,Austin,TX,78723,,888-758-4389,E,,Public,24 hours daily,,,,,,,1.0,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.302259,-97.697916,2023-10-30,172808,2023-10-30 00:40:32 UTC,,,,2021-01-27,,,,,CHADEMO J1772COMBO,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
33203,ELEC,BEXLEYTECHRIDGE CLUBHOUSE,1200 East Parmer Lane,,Austin,TX,78753,,888-758-4389,T,2022-09-09,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,1.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.394787,-97.653242,2023-10-30,173123,2023-10-30 00:08:30 UTC,,,,2021-01-27,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
33204,ELEC,COA NEWCENTRALLIB3,710 W Cesar Chavez St,,Austin,TX,78701,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.266102,-97.751688,2023-10-30,173124,2023-10-30 00:15:34 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
33205,ELEC,COA NEWCENTRALLIB2,710 W Cesar Chavez St,,Austin,TX,78701,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.266118,-97.751731,2023-10-30,173125,2023-10-30 00:15:31 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
33206,ELEC,COA NEWCENTRALLIB1,710 W Cesar Chavez St,,Austin,TX,78701,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.266102,-97.751667,2023-10-30,173126,2023-10-30 00:15:17 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
33229,ELEC,ORACLE ATX23 EXEC GARAGE E2,2300 CloudWay,,Austin,TX,78741,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.243203,-97.721277,2023-10-30,173163,2023-10-30 00:21:24 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
33230,ELEC,ORACLE ATX23 G1 6,2300 cloudway,,Austin,TX,78741,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.241897,-97.720511,2023-10-30,173164,2023-10-30 00:21:24 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
33231,ELEC,ORACLE ATX23 G2 6,2300 cloudway,,Austin,TX,78741,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.241941,-97.720263,2023-10-30,173165,2023-10-30 00:21:24 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
33232,ELEC,ORACLE ATX23 G1 2,2300 cloudway,,Austin,TX,78741,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.241993,-97.720295,2023-10-30,173166,2023-10-30 00:21:10 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
33233,ELEC,ORACLE ATX23 G1 3,2300 cloudway,,Austin,TX,78741,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.241932,-97.720201,2023-10-30,173167,2023-10-30 00:21:10 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
33234,ELEC,ORACLE ATX23 G2 5,2300 cloudway,,Austin,TX,78741,,888-758-4389,T,2022-09-09,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.241887,-97.720486,2023-10-30,173168,2023-10-30 00:21:09 UTC,,,,2021-01-27,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
33235,ELEC,ORACLE ATX23 G2 3,2300 cloudway,,Austin,TX,78741,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.241913,-97.720142,2023-10-30,173169,2023-10-30 00:21:09 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
33236,ELEC,ORACLE ATX23 G1 4,2300 cloudway,,Austin,TX,78741,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.241921,-97.72046,2023-10-30,173170,2023-10-30 00:21:09 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
33237,ELEC,ORACLE ATX23 G2 2,2300 cloudway,,Austin,TX,78741,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.241986,-97.720212,2023-10-30,173171,2023-10-30 00:21:09 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
33238,ELEC,ORACLE ATX23 G1 5,2300 cloudway,,Austin,TX,78741,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.241886,-97.720477,2023-10-30,173172,2023-10-30 00:21:09 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
33239,ELEC,ORACLE ATX23 G2 4,2300 cloudway,,Austin,TX,78741,,888-758-4389,T,2022-09-09,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.241954,-97.720481,2023-10-30,173173,2023-10-30 00:21:09 UTC,,,,2021-01-27,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
33240,ELEC,ORACLE ATX23 G2 1,2300 cloudway,,Austin,TX,78741,,888-758-4389,T,2023-10-27,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.242,-97.720266,2023-10-30,173174,2023-10-30 00:21:09 UTC,,,,2021-01-27,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
33277,ELEC,PIE AE WEST LAKE DC3,701 S Capital of Texas Hwy,,West Lake Hills,TX,78746,,888-758-4389,E,,Public,24 hours daily,,,,,,,1.0,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.292555,-97.82774,2023-10-30,173216,2023-10-30 00:46:18 UTC,,,,2021-01-27,,,,,CHADEMO J1772COMBO,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
33278,ELEC,PIE AE WEST LAKE DC 2,701 S Capital of Texas Hwy,,Austin,TX,78746,,888-758-4389,E,,Public,24 hours daily,,,,,,,1.0,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.292521,-97.827741,2023-10-30,173217,2023-10-30 00:46:12 UTC,,,,2021-01-27,,,,,CHADEMO J1772COMBO,US,,,,Public,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
